TransactionID,UserID,Timestamp,Merchant,CardType,IsForeignTransaction,IsOnline,Location,PrevTime,TravelDistanceKM,TimeDeltaHrs,Amount,SuspiciousJump,AvgAmountBefore,PrevAmount,AmountDiff,IsFraud
T0711,U001,2025-07-05 06:52:23,eBay,Amex,No,Yes,"Lagos, NG",2025-07-05 04:15:43,4997.572739589512,2.611111111111111,26.42,0,80.59411764705884,16.45,-54.174117647058836,0
T0095,U002,2025-06-26 04:16:31,Amazon,Mastercard,No,Yes,"London, UK",,0.0,9999.0,0.7,0,77.58444444444444,,-76.88444444444444,0
T0653,U002,2025-06-26 04:51:08,Alfamart,Mastercard,No,Yes,"Paris, FR",2025-06-26 04:16:31,343.92312009098924,0.5769444444444445,84.77,0,0.7,0.7,84.07,1
T0962,U002,2025-06-26 14:50:50,Alfamart,Visa,Yes,No,"London, UK",2025-06-26 04:51:08,343.92312009098924,9.995,9.61,0,42.735,84.77,-33.125,0
T0256,U002,2025-06-27 12:34:03,Alfamart,Visa,No,Yes,"Lagos, NG",2025-06-26 14:50:50,4997.572739589512,21.720277777777778,89.36,0,31.69333333333333,9.61,57.66666666666667,0
T0394,U002,2025-06-28 03:10:12,Apple Store,Visa,Yes,Yes,"Berlin, DE",2025-06-27 12:34:03,5181.557344636087,14.6025,218.66,0,46.11,89.36,172.55,1
T0577,U002,2025-06-28 13:29:46,eBay,Mastercard,No,Yes,"Tokyo, JP",2025-06-28 03:10:12,8938.340916731124,10.32611111111111,4.01,0,80.62,218.66,-76.61,0
T0109,U002,2025-06-30 17:06:14,eBay,Visa,No,Yes,"Paris, FR",2025-06-28 13:29:46,9735.661095604704,51.60777777777778,68.77,0,67.85166666666667,4.01,0.9183333333333223,0
T0970,U002,2025-07-01 12:44:50,CryptoExchange,Mastercard,No,No,"Lagos, NG",2025-06-30 17:06:14,4693.218530415325,19.643333333333334,131.76,0,67.98285714285714,68.77,63.77714285714285,0
T0218,U002,2025-07-01 13:08:47,Alfamart,Visa,Yes,No,"Bangkok, TH",2025-07-01 12:44:50,10611.06380440198,0.39916666666666667,48.63,1,75.955,131.76,-27.324999999999996,1
T0273,U002,2025-07-02 10:13:15,Apple Store,Visa,No,No,"San Francisco, USA",2025-07-01 13:08:47,12761.434227146432,21.074444444444445,72.63,0,72.91888888888889,48.63,-0.2888888888888914,0
T0113,U002,2025-07-02 14:29:46,Alfamart,Visa,No,Yes,"Jakarta, ID",2025-07-02 10:13:15,13950.15214468721,4.275277777777778,94.05,0,72.89,72.63,21.159999999999997,0
T0795,U002,2025-07-02 15:30:15,Amazon,Visa,No,Yes,"Berlin, DE",2025-07-02 14:29:46,10785.278181833868,1.0080555555555555,133.75,1,74.81363636363636,94.05,58.93636363636364,1
T0907,U002,2025-07-02 21:03:19,eBay,Amex,No,No,"Bangkok, TH",2025-07-02 15:30:15,8611.216556385998,5.551111111111111,32.03,0,79.72500000000001,133.75,-47.69500000000001,0
T0748,U002,2025-07-05 08:57:09,eBay,Amex,No,Yes,"London, UK",2025-07-02 21:03:19,9542.556793850961,59.897222222222226,78.25,0,76.05615384615385,32.03,2.1938461538461524,0
T0786,U003,2025-06-25 17:32:58,Tokopedia,Amex,No,No,"Lagos, NG",,0.0,9999.0,40.83,0,76.21285714285715,,-35.38285714285715,0
T0763,U003,2025-06-27 01:12:04,Gucci,Amex,No,Yes,"New York, USA",2025-06-25 17:32:58,8477.5994005007,31.651666666666667,269.0,0,40.83,40.83,228.17000000000002,1
T0672,U003,2025-06-27 05:08:50,Alfamart,Mastercard,No,Yes,"San Francisco, USA",2025-06-27 01:12:04,4139.145472017721,3.946111111111111,460.12,0,154.915,269.0,305.20500000000004,0
T0912,U003,2025-06-27 20:21:30,CryptoExchange,Amex,No,No,"Bangkok, TH",2025-06-27 05:08:50,12761.434227146432,15.21111111111111,1.11,0,256.65000000000003,460.12,-255.54000000000002,1
T0286,U003,2025-06-28 03:52:14,Alfamart,Amex,No,No,"Lagos, NG",2025-06-27 20:21:30,10611.06380440198,7.512222222222222,28.8,0,192.765,1.11,-163.96499999999997,0
T0318,U003,2025-06-29 12:01:06,Alfamart,Amex,No,Yes,"Bangkok, TH",2025-06-28 03:52:14,10611.06380440198,32.147777777777776,194.13,0,159.972,28.8,34.15799999999999,0
T0697,U003,2025-06-29 22:51:40,Alfamart,Amex,No,No,"Jakarta, ID",2025-06-29 12:01:06,2316.570665566986,10.842777777777778,17.94,0,165.665,194.13,-147.725,0
T0191,U003,2025-06-30 11:59:53,Apple Store,Mastercard,No,Yes,"Lagos, NG",2025-06-29 22:51:40,11578.709334103485,13.136944444444444,30.82,0,144.56142857142856,17.94,-113.74142857142857,0
T0054,U003,2025-06-30 15:42:36,Apple Store,Amex,No,Yes,"Lagos, NG",2025-06-30 11:59:53,0.0,3.7119444444444443,101.49,0,130.34375,30.82,-28.853750000000005,0
T0749,U003,2025-07-02 15:49:29,Apple Store,Mastercard,No,No,"San Francisco, USA",2025-06-30 15:42:36,12571.44034444796,48.11472222222222,29.01,0,127.13777777777779,101.49,-98.12777777777778,0
T0248,U003,2025-07-02 22:12:49,Uniqlo,Mastercard,No,No,"Berlin, DE",2025-07-02 15:49:29,9128.78894430887,6.388888888888889,41.25,0,117.325,29.01,-76.075,0
T0574,U003,2025-07-03 03:41:43,Gucci,Amex,No,Yes,"Bangkok, TH",2025-07-02 22:12:49,8611.216556385998,5.4816666666666665,45.3,0,110.4090909090909,41.25,-65.10909090909091,0
T0345,U003,2025-07-03 04:24:40,Tokopedia,Visa,Yes,Yes,"Bangkok, TH",2025-07-03 03:41:43,0.0,0.7158333333333333,168.45,0,104.98333333333333,45.3,63.466666666666654,1
T0363,U003,2025-07-03 14:30:07,Uniqlo,Visa,No,No,"Tokyo, JP",2025-07-03 04:24:40,4603.819361558514,10.090833333333334,195.48,0,109.86538461538461,168.45,85.61461538461538,0
T0165,U003,2025-07-04 12:18:11,Amazon,Mastercard,No,Yes,"Lagos, NG",2025-07-03 14:30:07,13484.67469187907,21.801111111111112,218.11,0,115.98071428571428,195.48,102.12928571428573,0
T0619,U003,2025-07-04 13:31:14,Gucci,Amex,No,No,"London, UK",2025-07-04 12:18:11,4997.572739589512,1.2175,88.39,1,122.78933333333333,218.11,-34.39933333333333,1
T0529,U003,2025-07-05 04:19:19,CryptoExchange,Amex,No,No,"New York, USA",2025-07-04 13:31:14,5585.2335789313,14.801388888888889,14.66,0,120.639375,88.39,-105.979375,0
T0897,U003,2025-07-05 04:56:56,Uniqlo,Amex,No,Yes,"Bangkok, TH",2025-07-05 04:19:19,13947.503775782416,0.6269444444444444,15.01,1,114.40529411764705,14.66,-99.39529411764704,0
T0259,U003,2025-07-05 15:25:38,Gucci,Visa,No,Yes,"Lagos, NG",2025-07-05 04:56:56,10611.06380440198,10.478333333333333,172.94,0,108.88333333333333,15.01,64.05666666666667,0
T0373,U004,2025-06-26 02:49:46,Uniqlo,Mastercard,Yes,No,"Jakarta, ID",,0.0,9999.0,49.3,0,112.25473684210527,,-62.95473684210528,0
T0382,U004,2025-06-26 03:32:35,Starbucks,Amex,No,Yes,"Paris, FR",2025-06-26 02:49:46,11586.603455109405,0.7136111111111111,59.5,1,49.3,49.3,10.200000000000003,1
T0855,U004,2025-06-26 10:04:57,Alfamart,Mastercard,No,Yes,"Berlin, DE",2025-06-26 03:32:35,879.6993161290118,6.539444444444444,10.47,0,54.4,59.5,-43.93,0
T0195,U004,2025-06-26 19:24:07,Apple Store,Visa,No,Yes,"Lagos, NG",2025-06-26 10:04:57,5181.557344636087,9.319444444444445,222.61,0,39.75666666666667,10.47,182.85333333333335,1
T0652,U004,2025-06-27 01:29:35,CryptoExchange,Amex,No,Yes,"Bangkok, TH",2025-06-26 19:24:07,10611.06380440198,6.091111111111111,81.37,0,85.47,222.61,-4.099999999999994,0
T0325,U004,2025-06-27 05:00:02,CryptoExchange,Amex,No,No,"San Francisco, USA",2025-06-27 01:29:35,12761.434227146432,3.5075,281.73,0,84.65,81.37,197.08,1
T0193,U004,2025-06-27 05:56:36,Alfamart,Visa,No,No,"Tokyo, JP",2025-06-27 05:00:02,8289.537582643976,0.9427777777777778,361.23,1,117.49666666666667,281.73,243.73333333333335,0
T0728,U004,2025-06-28 21:58:19,Alfamart,Visa,No,No,"Berlin, DE",2025-06-27 05:56:36,8938.340916731124,40.02861111111111,37.36,0,152.31571428571428,361.23,-114.95571428571428,0
T0677,U004,2025-06-29 01:55:00,Amazon,Amex,Yes,No,"Bangkok, TH",2025-06-28 21:58:19,8611.216556385998,3.944722222222222,142.81,0,137.94625,37.36,4.86375000000001,0
T0663,U004,2025-07-01 06:24:38,Starbucks,Visa,No,No,"Singapore, SG",2025-06-29 01:55:00,1419.7097593101707,52.49388888888889,34.06,0,138.48666666666668,142.81,-104.42666666666668,0
T0124,U004,2025-07-01 14:49:37,Starbucks,Amex,No,Yes,"Singapore, SG",2025-07-01 06:24:38,0.0,8.41638888888889,143.39,0,128.044,34.06,15.345999999999975,0
T0678,U004,2025-07-01 19:57:19,CryptoExchange,Mastercard,No,Yes,"Jakarta, ID",2025-07-01 14:49:37,901.1649890856099,5.128333333333333,90.54,0,129.4390909090909,143.39,-38.8990909090909,0
T0582,U004,2025-07-02 16:01:18,Gucci,Mastercard,No,No,"Berlin, DE",2025-07-01 19:57:19,10785.278181833868,20.066388888888888,253.67,0,126.1975,90.54,127.47249999999998,0
T0049,U004,2025-07-03 04:26:42,CryptoExchange,Mastercard,Yes,Yes,"Jakarta, ID",2025-07-02 16:01:18,10785.278181833868,12.423333333333334,40.18,0,136.00307692307692,253.67,-95.82307692307691,0
T0986,U004,2025-07-03 05:57:25,Starbucks,Mastercard,No,Yes,"London, UK",2025-07-03 04:26:42,11718.927470539898,1.5119444444444445,3.45,1,129.15857142857143,40.18,-125.70857142857143,0
T0029,U004,2025-07-03 10:11:48,eBay,Visa,No,Yes,"Tokyo, JP",2025-07-03 05:57:25,9582.309507921495,4.239722222222222,176.46,0,120.778,3.45,55.682,0
T0615,U004,2025-07-03 23:07:03,Tokopedia,Visa,No,No,"Singapore, SG",2025-07-03 10:11:48,5307.106511727194,12.920833333333333,155.67,0,124.258125,176.46,31.41187499999998,0
T0295,U004,2025-07-04 12:26:06,CryptoExchange,Mastercard,No,No,"Jakarta, ID",2025-07-03 23:07:03,901.1649890856099,13.3175,54.4,0,126.1058823529412,155.67,-71.70588235294119,1
T0936,U004,2025-07-04 20:07:21,Gojek,Visa,No,Yes,"San Francisco, USA",2025-07-04 12:26:06,13950.15214468721,7.6875,64.64,0,122.1222222222222,54.4,-57.482222222222205,0
T0005,U004,2025-07-05 00:14:16,Amazon,Mastercard,No,Yes,"Berlin, DE",2025-07-04 20:07:21,9128.78894430887,4.115277777777778,115.28,0,119.09684210526316,64.64,-3.816842105263163,0
T0767,U004,2025-07-05 03:00:00,Uniqlo,Amex,No,Yes,"London, UK",2025-07-05 00:14:16,934.5233499288536,2.7622222222222224,122.84,0,118.90599999999999,115.28,3.9340000000000117,0
T0637,U004,2025-07-05 07:33:50,Amazon,Mastercard,Yes,Yes,"Berlin, DE",2025-07-05 03:00:00,934.5233499288536,4.563888888888889,19.04,0,119.09333333333333,122.84,-100.05333333333334,1
T0862,U005,2025-06-26 08:06:08,Starbucks,Mastercard,No,Yes,"Jakarta, ID",,0.0,9999.0,22.94,0,114.54545454545455,,-91.60545454545455,0
T0031,U005,2025-06-26 17:37:45,Gojek,Visa,Yes,No,"Paris, FR",2025-06-26 08:06:08,11586.603455109405,9.526944444444444,32.98,0,22.94,22.94,10.039999999999996,0
T0623,U005,2025-06-27 09:14:32,CryptoExchange,Amex,No,Yes,"Jakarta, ID",2025-06-26 17:37:45,11586.603455109405,15.613055555555556,33.38,0,27.96,32.98,5.420000000000002,1
T0917,U005,2025-06-28 02:19:47,Gojek,Visa,Yes,Yes,"Berlin, DE",2025-06-27 09:14:32,10785.278181833868,17.0875,91.76,0,29.766666666666666,33.38,61.99333333333334,0
T0310,U005,2025-06-28 05:56:49,eBay,Amex,Yes,Yes,"Singapore, SG",2025-06-28 02:19:47,9917.863301405818,3.6172222222222223,56.89,0,45.265,91.76,11.625,1
T0407,U005,2025-06-28 06:49:02,Gucci,Amex,No,Yes,"Berlin, DE",2025-06-28 05:56:49,9917.863301405818,0.8702777777777778,8.87,1,47.589999999999996,56.89,-38.72,1
T0025,U005,2025-06-28 09:23:53,Apple Store,Mastercard,No,Yes,"London, UK",2025-06-28 06:49:02,934.5233499288536,2.5808333333333335,4.63,0,41.13666666666666,8.87,-36.50666666666666,0
T0905,U005,2025-06-28 13:26:48,Starbucks,Mastercard,No,Yes,"London, UK",2025-06-28 09:23:53,0.0,4.048611111111111,12.53,0,35.92142857142857,4.63,-23.39142857142857,0
T0421,U005,2025-06-28 20:11:29,Amazon,Visa,No,Yes,"Singapore, SG",2025-06-28 13:26:48,10852.378097437935,6.744722222222222,11.79,0,32.9975,12.53,-21.207500000000003,0
T0599,U005,2025-06-29 23:52:34,Alfamart,Visa,No,Yes,"Lagos, NG",2025-06-28 20:11:29,11155.654728586675,27.684722222222224,71.68,0,30.64111111111111,11.79,41.0388888888889,0
T0243,U005,2025-06-30 08:53:32,Uniqlo,Mastercard,Yes,Yes,"San Francisco, USA",2025-06-29 23:52:34,12571.44034444796,9.016111111111112,160.09,0,34.745,71.68,125.345,1
T0526,U005,2025-06-30 23:08:27,Amazon,Mastercard,No,Yes,"London, UK",2025-06-30 08:53:32,8638.72956195674,14.248611111111112,96.84,0,46.14,160.09,50.7,0
T0570,U005,2025-07-02 06:46:39,Uniqlo,Visa,Yes,No,"Berlin, DE",2025-06-30 23:08:27,934.5233499288536,31.636666666666667,9.29,0,50.365,96.84,-41.075,0
T0201,U005,2025-07-02 12:51:06,Uniqlo,Mastercard,No,Yes,"Paris, FR",2025-07-02 06:46:39,879.6993161290118,6.074166666666667,21.72,0,47.205384615384624,9.29,-25.485384615384625,0
T0385,U005,2025-07-03 20:24:15,Amazon,Visa,No,Yes,"London, UK",2025-07-02 12:51:06,343.92312009098924,31.5525,111.63,0,45.385,21.72,66.245,0
T0741,U005,2025-07-04 06:47:31,Gojek,Visa,No,Yes,"Lagos, NG",2025-07-03 20:24:15,4997.572739589512,10.387777777777778,159.6,0,49.80133333333333,111.63,109.79866666666666,0
T0505,U005,2025-07-05 08:58:09,CryptoExchange,Visa,No,No,"London, UK",2025-07-04 06:47:31,4997.572739589512,26.177222222222223,59.88,0,56.66375,159.6,3.2162500000000023,1
T0768,U005,2025-07-05 16:39:48,Tokopedia,Visa,No,Yes,"San Francisco, USA",2025-07-05 08:58:09,8638.72956195674,7.694166666666667,16.55,0,56.85294117647059,59.88,-40.30294117647058,0
T0018,U006,2025-06-26 23:07:35,Uniqlo,Visa,No,Yes,"Jakarta, ID",,0.0,9999.0,149.22,0,54.61388888888889,,94.60611111111112,0
T0667,U006,2025-06-27 00:32:28,Gucci,Mastercard,No,Yes,"Singapore, SG",2025-06-26 23:07:35,901.1649890856099,1.4147222222222222,76.05,0,149.22,149.22,-73.17,0
T0234,U006,2025-06-27 09:04:25,Tokopedia,Visa,No,Yes,"Tokyo, JP",2025-06-27 00:32:28,5307.106511727194,8.5325,121.23,0,112.63499999999999,76.05,8.595000000000013,0
T0598,U006,2025-06-27 19:37:10,Uniqlo,Visa,No,Yes,"Lagos, NG",2025-06-27 09:04:25,13484.67469187907,10.545833333333333,225.58,0,115.5,121.23,110.08000000000001,0
T0137,U006,2025-06-27 22:41:14,Gucci,Amex,No,No,"Berlin, DE",2025-06-27 19:37:10,5181.557344636087,3.0677777777777777,113.19,0,143.02,225.58,-29.830000000000013,0
T0511,U006,2025-06-28 11:12:20,Starbucks,Visa,No,Yes,"Lagos, NG",2025-06-27 22:41:14,5181.557344636087,12.518333333333333,96.27,0,137.054,113.19,-40.784000000000006,0
T0898,U006,2025-06-28 16:46:48,Starbucks,Mastercard,Yes,No,"Berlin, DE",2025-06-28 11:12:20,5181.557344636087,5.5744444444444445,180.14,0,130.25666666666666,96.27,49.883333333333326,0
T0291,U006,2025-06-29 02:44:19,Gucci,Visa,No,Yes,"Tokyo, JP",2025-06-28 16:46:48,8938.340916731124,9.95861111111111,309.81,0,137.38285714285715,180.14,172.42714285714285,0
T0819,U006,2025-06-29 04:36:56,Uniqlo,Amex,No,Yes,"Singapore, SG",2025-06-29 02:44:19,5307.106511727194,1.8769444444444445,23.56,1,158.93625,309.81,-135.37625,1
T0569,U006,2025-06-29 06:17:50,Gucci,Mastercard,No,Yes,"Bangkok, TH",2025-06-29 04:36:56,1419.7097593101707,1.6816666666666666,19.48,1,143.89444444444445,23.56,-124.41444444444444,1
T0328,U006,2025-06-29 09:16:31,Gojek,Mastercard,No,Yes,"Tokyo, JP",2025-06-29 06:17:50,4603.819361558514,2.9780555555555557,103.08,0,131.453,19.48,-28.373000000000005,0
T0990,U006,2025-06-29 15:21:03,eBay,Amex,No,No,"San Francisco, USA",2025-06-29 09:16:31,8289.537582643976,6.075555555555556,354.25,0,128.87363636363636,103.08,225.37636363636364,0
T0235,U006,2025-06-30 11:56:02,Alfamart,Amex,No,Yes,"Tokyo, JP",2025-06-29 15:21:03,8289.537582643976,20.583055555555557,44.55,0,147.655,354.25,-103.105,0
T0378,U006,2025-06-30 13:14:00,Uniqlo,Amex,No,Yes,"London, UK",2025-06-30 11:56:02,9582.309507921495,1.2994444444444444,299.7,1,139.72384615384615,44.55,159.97615384615384,0
T0934,U006,2025-06-30 21:22:23,eBay,Mastercard,No,Yes,"New York, USA",2025-06-30 13:14:00,5585.2335789313,8.139722222222222,35.26,0,151.1507142857143,299.7,-115.8907142857143,0
T0610,U006,2025-07-01 00:50:00,Gucci,Mastercard,Yes,Yes,"San Francisco, USA",2025-06-30 21:22:23,4139.145472017721,3.460277777777778,39.67,0,143.42466666666667,35.26,-103.75466666666667,1
T0992,U006,2025-07-01 05:57:39,CryptoExchange,Amex,No,Yes,"London, UK",2025-07-01 00:50:00,8638.72956195674,5.1275,64.29,0,136.94,39.67,-72.64999999999999,1
T0468,U006,2025-07-02 04:01:26,Starbucks,Mastercard,No,Yes,"Jakarta, ID",2025-07-01 05:57:39,11718.927470539898,22.063055555555554,76.81,0,132.66647058823528,64.29,-55.85647058823528,0
T0221,U006,2025-07-03 01:23:34,Apple Store,Mastercard,No,Yes,"London, UK",2025-07-02 04:01:26,11718.927470539898,21.36888888888889,18.57,0,129.56333333333333,76.81,-110.99333333333334,0
T0270,U006,2025-07-03 04:58:36,Apple Store,Visa,No,Yes,"Lagos, NG",2025-07-03 01:23:34,4997.572739589512,3.5838888888888887,101.45,0,123.72157894736843,18.57,-22.271578947368425,0
T0764,U006,2025-07-03 06:42:16,Apple Store,Amex,No,No,"San Francisco, USA",2025-07-03 04:58:36,12571.44034444796,1.7277777777777779,83.27,1,122.60799999999999,101.45,-39.337999999999994,0
T0868,U006,2025-07-03 18:15:31,Alfamart,Amex,Yes,No,"Jakarta, ID",2025-07-03 06:42:16,13950.15214468721,11.554166666666667,2.69,0,120.7347619047619,83.27,-118.0447619047619,0
T0605,U006,2025-07-03 19:33:25,Gucci,Amex,No,No,"Lagos, NG",2025-07-03 18:15:31,11578.709334103485,1.2983333333333333,31.37,1,115.3690909090909,2.69,-83.9990909090909,1
T0292,U006,2025-07-03 22:18:07,Alfamart,Mastercard,No,No,"Lagos, NG",2025-07-03 19:33:25,0.0,2.745,133.9,0,111.71695652173914,31.37,22.18304347826087,0
T0502,U006,2025-07-04 08:56:54,Gojek,Amex,No,No,"Tokyo, JP",2025-07-03 22:18:07,13484.67469187907,10.64638888888889,289.62,0,112.64125,133.9,176.97875,0
T0445,U006,2025-07-04 21:35:16,Gojek,Visa,No,No,"Lagos, NG",2025-07-04 08:56:54,13484.67469187907,12.639444444444445,348.36,0,119.72040000000001,289.62,228.6396,0
T0355,U006,2025-07-05 13:00:28,Uniqlo,Amex,No,Yes,"Lagos, NG",2025-07-04 21:35:16,0.0,15.42,138.88,0,128.51423076923078,348.36,10.365769230769217,0
T0671,U007,2025-06-26 00:58:34,Gojek,Amex,No,Yes,"Tokyo, JP",,0.0,9999.0,6.55,0,128.89814814814815,,-122.34814814814816,0
T0141,U007,2025-06-26 15:25:46,eBay,Mastercard,No,Yes,"Singapore, SG",2025-06-26 00:58:34,5307.106511727194,14.453333333333333,103.61,0,6.55,6.55,97.06,0
T0830,U007,2025-06-27 08:00:29,Tokopedia,Amex,No,No,"London, UK",2025-06-26 15:25:46,10852.378097437935,16.578611111111112,58.12,0,55.08,103.61,3.039999999999999,0
T0359,U007,2025-06-28 06:55:53,Amazon,Amex,No,Yes,"Singapore, SG",2025-06-27 08:00:29,10852.378097437935,22.923333333333332,46.52,0,56.093333333333334,58.12,-9.57333333333333,0
T0212,U007,2025-07-01 01:00:54,Starbucks,Amex,Yes,No,"Lagos, NG",2025-06-28 06:55:53,11155.654728586675,66.08361111111111,263.55,0,53.7,46.52,209.85000000000002,0
T0216,U007,2025-07-01 11:17:16,Gojek,Mastercard,Yes,Yes,"Lagos, NG",2025-07-01 01:00:54,0.0,10.272777777777778,191.74,0,95.67,263.55,96.07000000000001,1
T0775,U007,2025-07-01 16:04:53,Gucci,Visa,No,No,"Singapore, SG",2025-07-01 11:17:16,11155.654728586675,4.793611111111111,59.94,0,111.68166666666667,191.74,-51.741666666666674,0
T0184,U007,2025-07-02 02:05:01,Uniqlo,Visa,No,No,"Berlin, DE",2025-07-01 16:04:53,9917.863301405818,10.002222222222223,137.24,0,104.28999999999999,59.94,32.95000000000002,0
T0520,U007,2025-07-02 04:07:10,Tokopedia,Amex,No,Yes,"Singapore, SG",2025-07-02 02:05:01,9917.863301405818,2.035833333333333,82.31,0,108.40875,137.24,-26.098749999999995,0
T0682,U007,2025-07-02 06:41:51,Apple Store,Amex,Yes,Yes,"Paris, FR",2025-07-02 04:07:10,10733.860805483631,2.5780555555555558,265.26,0,105.50888888888889,82.31,159.7511111111111,0
T0172,U007,2025-07-03 10:10:53,CryptoExchange,Amex,No,Yes,"Berlin, DE",2025-07-02 06:41:51,879.6993161290118,27.483888888888888,0.92,0,121.48400000000001,265.26,-120.56400000000001,1
T0933,U007,2025-07-04 08:38:09,Alfamart,Visa,No,Yes,"Bangkok, TH",2025-07-03 10:10:53,8611.216556385998,22.454444444444444,126.96,0,110.52363636363636,0.92,16.436363636363637,0
T0516,U007,2025-07-04 12:47:31,eBay,Mastercard,No,Yes,"Jakarta, ID",2025-07-04 08:38:09,2316.570665566986,4.1561111111111115,147.98,0,111.89333333333333,126.96,36.08666666666666,0
T0900,U007,2025-07-04 16:14:43,Uniqlo,Visa,No,Yes,"Singapore, SG",2025-07-04 12:47:31,901.1649890856099,3.453333333333333,74.59,0,114.66923076923078,147.98,-40.079230769230776,0
T0817,U007,2025-07-05 03:02:06,Gojek,Mastercard,No,No,"Berlin, DE",2025-07-04 16:14:43,9917.863301405818,10.789722222222222,6.94,0,111.80642857142857,74.59,-104.86642857142857,0
T0479,U008,2025-06-25 22:19:57,eBay,Mastercard,No,No,"Lagos, NG",,0.0,9999.0,269.9,0,104.81533333333333,,165.08466666666664,0
T0481,U008,2025-06-26 11:43:28,Alfamart,Visa,Yes,No,"Berlin, DE",2025-06-25 22:19:57,5181.557344636087,13.391944444444444,4.63,0,269.9,269.9,-265.27,0
T0639,U008,2025-06-27 01:54:06,Apple Store,Mastercard,No,Yes,"New York, USA",2025-06-26 11:43:28,6402.432651945027,14.177222222222222,8.36,0,137.265,4.63,-128.90499999999997,0
T0039,U008,2025-06-28 13:01:50,Apple Store,Amex,No,No,"Bangkok, TH",2025-06-27 01:54:06,13947.503775782416,35.12888888888889,0.55,0,94.29666666666667,8.36,-93.74666666666667,0
T0123,U008,2025-06-28 22:29:10,CryptoExchange,Mastercard,Yes,No,"Jakarta, ID",2025-06-28 13:01:50,2316.570665566986,9.455555555555556,111.52,0,70.86,0.55,40.66,1
T0910,U008,2025-06-29 01:46:42,Gojek,Amex,Yes,No,"Jakarta, ID",2025-06-28 22:29:10,0.0,3.292222222222222,177.04,0,78.99199999999999,111.52,98.048,0
